,DATE,TIME,OBM,TU,WD,WG,WS,SI
2317,04/07/2014,14:00,50.16,49.86,270.5,14.69,8.67,44.82
2318,04/07/2014,15:00,52.65,41.93,286.9,8.33,2.15,45.11
2319,04/07/2014,16:00,55.6,40.23,263.2,10.96,5.14,68.91
2320,04/07/2014,17:00,56.88,35.6,292.1,12.93,4.55,39.69
2321,04/07/2014,18:00,54.29,50.65,232.9,15.56,10.88,19.56
2322,04/07/2014,19:00,52.71,52.2,217.4,14.25,10.88,14.25
2323,04/07/2014,20:00,48.31,60.19,191.1,9.43,6.72,0.75
2324,04/07/2014,21:00,44.74,64.5,154.1,7.01,5.0,0.0
2325,04/07/2014,22:00,43.78,63.81,170.2,7.89,4.73,0.01
2326,04/07/2014,23:00,39.85,75.64,76.87,8.33,6.13,0.01
2327,04/08/2014,00:00,37.34,80.6,93.7,5.26,4.16,0.01
2328,04/08/2014,01:00,34.57,88.1,89.0,7.01,4.78,0.01
2329,04/08/2014,02:00,33.35,88.8,96.4,4.6,2.54,0.0
2330,04/08/2014,03:00,32.9,89.6,91.9,7.01,5.1,0.0
2331,04/08/2014,04:00,33.21,88.1,96.1,8.55,5.83,0.0
2332,04/08/2014,05:00,31.99,91.3,84.0,6.58,5.34,0.0
2333,04/08/2014,06:00,31.78,89.8,87.2,8.11,6.13,0.0
2334,04/08/2014,07:00,31.45,91.0,92.1,8.55,5.94,0.31
2335,04/08/2014,08:00,33.6,87.1,92.0,8.99,6.31,11.99
2336,04/08/2014,09:00,38.34,77.69,82.2,9.43,7.08,24.55
2337,04/08/2014,10:00,44.67,68.28,92.5,9.86,7.28,40.23
2338,04/08/2014,11:00,51.18,51.38,53.11,6.36,2.25,54.82
2339,04/08/2014,12:00,54.04,51.28,238.4,14.47,8.14,66.61
2340,04/08/2014,13:00,57.49,46.62,225.4,21.7,9.66,74.7
2341,04/08/2014,14:00,59.13,45.12,240.0,21.7,11.85,75.14
2342,04/08/2014,15:00,60.62,38.83,237.7,18.63,10.43,66.23
2343,04/08/2014,16:00,61.92,35.92,231.9,21.92,13.7,55.37
2344,04/08/2014,17:00,63.21,34.84,233.3,20.39,11.87,46.15
2345,04/08/2014,18:00,62.08,35.8,222.4,20.39,13.7,15.69
2346,04/08/2014,19:00,60.1,36.94,220.9,21.92,13.16,9.25
2347,04/08/2014,20:00,55.31,46.01,204.6,12.93,9.5,0.65
2348,04/08/2014,21:00,51.16,53.87,164.6,9.86,7.31,0.0
2349,04/08/2014,22:00,48.89,57.29,159.2,10.74,7.18,0.0
2350,04/08/2014,23:00,47.6,58.67,145.0,12.28,8.52,0.0
2351,04/09/2014,00:00,49.04,54.24,236.4,20.39,9.52,0.0
2352,04/09/2014,01:00,46.44,57.58,342.4,5.04,2.33,0.01
2353,04/09/2014,02:00,42.23,70.54,76.87,5.48,3.98,0.01
2354,04/09/2014,03:00,38.43,82.9,38.85,7.01,4.3,0.01
2355,04/09/2014,04:00,39.07,75.86,102.0,7.23,4.57,0.01
2356,04/09/2014,05:00,35.56,84.5,93.5,7.89,5.09,0.01
2357,04/09/2014,06:00,34.21,86.7,71.81,8.77,7.06,0.01
2358,04/09/2014,07:00,34.28,87.0,78.97,8.33,6.14,0.27
2359,04/09/2014,08:00,37.86,82.1,85.3,8.77,6.06,12.57
2360,04/09/2014,09:00,45.69,67.26,70.74,8.77,6.51,28.07
2361,04/09/2014,10:00,52.85,47.61,292.4,5.92,2.84,44.47
2362,04/09/2014,11:00,57.33,45.33,231.4,24.33,15.93,57.24
2363,04/09/2014,12:00,59.45,43.39,235.9,29.37,20.63,67.43
2364,04/09/2014,13:00,61.23,40.74,236.0,32.22,22.69,72.78
2365,04/09/2014,14:00,61.96,36.33,219.3,40.33,27.57,34.71
2366,04/09/2014,15:00,60.62,33.25,238.8,40.55,24.77,6.27
2367,04/09/2014,16:00,58.21,39.89,285.8,30.47,11.83,7.41
2368,04/09/2014,17:00,56.54,43.76,263.5,42.31,22.93,7.91
2369,04/09/2014,18:00,56.21,42.77,230.6,33.32,20.88,8.32
2370,04/09/2014,19:00,55.8,38.72,255.8,17.54,10.73,3.39
2371,04/09/2014,20:00,54.21,37.35,251.4,7.23,4.2,1.17
2372,04/09/2014,21:00,52.59,32.68,261.3,12.93,8.45,0.0
2373,04/09/2014,22:00,46.89,47.07,281.7,7.67,5.72,0.0
2374,04/09/2014,23:00,44.54,59.48,193.6,5.26,3.61,0.0
2375,04/10/2014,00:00,42.68,63.58,116.3,3.73,1.66,0.01
2376,04/10/2014,01:00,41.1,65.86,131.8,4.6,2.96,0.01
2377,04/10/2014,02:00,38.26,73.05,89.3,9.86,6.15,0.01
2378,04/10/2014,03:00,36.04,77.34,102.4,9.86,7.21,0.01
2379,04/10/2014,04:00,34.56,80.3,132.1,5.04,3.85,0.0
2380,04/10/2014,05:00,31.93,89.6,87.9,7.45,5.29,0.0
2381,04/10/2014,06:00,31.27,91.3,72.34,7.01,5.1,0.01
2382,04/10/2014,07:00,31.3,90.9,82.1,6.14,4.62,0.41
2383,04/10/2014,08:00,33.09,89.7,67.58,5.48,4.21,8.18
2384,04/10/2014,09:00,37.03,82.4,91.9,5.92,4.39,13.17
2385,04/10/2014,10:00,39.57,75.07,81.1,6.36,5.06,17.89
2386,04/10/2014,11:00,44.18,71.81,267.7,18.85,8.73,31.36
2387,04/10/2014,12:00,46.96,66.62,230.3,17.97,11.35,48.21
2388,04/10/2014,13:00,50.33,57.3,239.3,19.73,13.44,67.47
2389,04/10/2014,14:00,53.0,48.02,225.8,21.7,12.72,65.67
2390,04/10/2014,15:00,54.64,40.54,231.6,20.6,13.44,58.16
2391,04/10/2014,16:00,57.04,30.33,239.5,21.26,11.59,52.85
2392,04/10/2014,17:00,58.36,25.98,236.8,19.07,12.06,42.49
2393,04/10/2014,18:00,58.64,24.46,229.1,21.48,14.38,28.45
2394,04/10/2014,19:00,56.4,25.46,222.1,21.26,15.3,12.07
2395,04/10/2014,20:00,51.31,33.72,215.6,15.56,11.09,0.92
2396,04/10/2014,21:00,49.21,34.86,206.8,18.19,13.09,0.0
2397,04/10/2014,22:00,45.71,41.53,192.5,13.81,10.23,0.0
2398,04/10/2014,23:00,45.42,41.11,196.2,13.59,9.65,0.0
2399,04/11/2014,00:00,39.25,62.5,60.45,11.18,6.14,0.01
2400,04/11/2014,01:00,35.73,72.1,61.04,8.33,5.51,0.01
2401,04/11/2014,02:00,34.37,75.47,86.8,8.11,5.54,0.01
2402,04/11/2014,03:00,32.74,79.48,80.9,8.33,6.28,0.0
2403,04/11/2014,04:00,31.08,83.5,56.76,5.26,3.41,0.0
2404,04/11/2014,05:00,30.6,87.4,87.8,8.33,3.35,0.0
2405,04/11/2014,06:00,30.5,86.1,117.9,5.04,2.9,0.0
2406,04/11/2014,07:00,30.27,87.6,75.72,7.01,4.94,0.41
2407,04/11/2014,08:00,32.85,83.6,89.7,6.58,4.5,7.2
2408,04/11/2014,09:00,40.93,68.4,88.5,5.92,4.2,22.25
2409,04/11/2014,10:00,46.54,49.59,212.5,5.48,2.6,37.86
2410,04/11/2014,11:00,52.67,39.14,257.8,19.51,13.19,55.46
2411,04/11/2014,12:00,54.07,34.37,247.2,23.67,16.05,61.34
2412,04/11/2014,13:00,57.15,30.97,237.8,22.58,13.63,73.52
2413,04/11/2014,14:00,60.13,27.67,241.3,24.55,15.57,74.9
2414,04/11/2014,15:00,61.46,29.3,246.4,27.84,18.67,75.07
2415,04/11/2014,16:00,62.91,25.55,229.7,30.69,21.03,63.46
2416,04/11/2014,17:00,62.61,25.96,240.6,30.69,20.5,46.44
2417,04/11/2014,18:00,62.72,26.13,236.7,25.65,18.33,28.79
2418,04/11/2014,19:00,60.56,28.18,226.4,26.3,17.79,8.34
2419,04/11/2014,20:00,56.89,32.21,213.1,21.92,15.99,1.57
2420,04/11/2014,21:00,53.93,35.98,200.6,21.26,15.39,0.0
2421,04/11/2014,22:00,51.67,39.38,193.5,15.34,10.77,0.0
2422,04/11/2014,23:00,51.24,41.34,206.1,21.48,15.8,0.0
2423,04/12/2014,00:00,50.5,42.88,217.8,24.99,15.86,0.0
2424,04/12/2014,01:00,48.97,45.9,233.6,16.88,11.75,0.0
2425,04/12/2014,02:00,42.21,59.86,48.07,4.38,3.41,0.01
2426,04/12/2014,03:00,42.5,58.36,125.4,3.29,1.63,0.01
2427,04/12/2014,04:00,36.87,72.5,86.0,5.26,3.59,0.0
2428,04/12/2014,05:00,34.54,81.5,92.1,8.11,4.76,0.0
2429,04/12/2014,06:00,33.4,83.0,90.7,4.6,2.98,0.0
2430,04/12/2014,07:00,32.8,83.9,88.7,5.04,3.71,0.58
2431,04/12/2014,08:00,35.58,80.2,100.1,4.82,3.46,12.48
2432,04/12/2014,09:00,42.67,66.03,92.8,7.01,4.94,29.67
2433,04/12/2014,10:00,47.28,53.65,16.39,8.99,5.29,37.61
2434,04/12/2014,11:00,50.13,46.32,47.2,5.7,2.48,49.26
2435,04/12/2014,12:00,51.97,41.7,39.63,4.82,1.79,47.33
2436,04/12/2014,13:00,55.75,36.56,255.4,14.25,5.88,76.46
2437,04/12/2014,14:00,56.96,32.02,223.3,23.24,15.19,75.61
2438,04/12/2014,15:00,57.04,29.25,230.3,20.6,13.0,38.58
2439,04/12/2014,16:00,57.49,28.2,241.4,27.62,16.16,40.22
2440,04/12/2014,17:00,50.9,43.43,8.27,24.55,16.68,7.59
2441,04/12/2014,18:00,49.6,49.98,31.39,21.7,14.66,6.33
2442,04/12/2014,19:00,47.26,53.1,33.84,16.44,10.38,3.86
2443,04/12/2014,20:00,43.66,59.21,50.8,19.29,12.54,0.44
2444,04/12/2014,21:00,40.26,76.79,340.0,21.7,15.5,0.01
2445,04/12/2014,22:00,38.45,87.2,34.28,17.97,13.34,0.01
2446,04/12/2014,23:00,36.2,88.6,21.34,15.78,11.34,0.01
2447,04/13/2014,00:00,35.3,83.9,25.52,15.12,7.97,0.01
2448,04/13/2014,01:00,34.04,78.62,38.5,17.32,12.12,0.0
2449,04/13/2014,02:00,33.05,74.48,28.65,20.6,12.49,0.0
2450,04/13/2014,03:00,31.92,71.18,25.3,19.95,12.8,0.0
2451,04/13/2014,04:00,30.7,68.77,26.06,25.65,16.63,0.01
2452,04/13/2014,05:00,29.57,68.05,16.67,28.5,17.04,0.01
2453,04/13/2014,06:00,29.1,64.19,19.93,35.51,21.59,0.01
2454,04/13/2014,07:00,28.28,63.14,20.96,29.37,19.88,0.52
2455,04/13/2014,08:00,28.33,60.43,18.51,30.69,19.89,7.93
2456,04/13/2014,09:00,29.49,55.44,28.52,35.73,23.59,15.25
2457,04/13/2014,10:00,31.97,48.45,29.59,31.35,21.98,24.02
2458,04/13/2014,11:00,35.97,44.18,24.53,32.22,21.66,54.44
2459,04/13/2014,12:00,38.69,38.91,20.23,32.0,22.37,69.94
2460,04/13/2014,13:00,41.61,33.66,37.5,30.47,20.39,75.26
2461,04/13/2014,14:00,42.47,31.37,24.93,29.15,18.72,56.48
2462,04/13/2014,15:00,44.13,31.16,9.96,26.3,18.6,75.53
2463,04/13/2014,16:00,43.93,29.83,17.77,29.37,19.23,62.5
2464,04/13/2014,17:00,43.08,28.92,9.53,29.81,18.53,50.11
2465,04/13/2014,18:00,41.37,26.64,18.03,28.06,18.96,34.74
2466,04/13/2014,19:00,39.12,29.05,11.3,23.24,16.27,18.04
2467,04/13/2014,20:00,35.1,32.99,15.9,15.56,10.19,2.1
2468,04/13/2014,21:00,30.8,41.04,31.16,10.74,5.91,0.0
2469,04/13/2014,22:00,27.36,49.86,42.62,4.6,2.33,0.0
2470,04/13/2014,23:00,25.96,52.48,35.32,8.11,6.72,0.01
2471,04/14/2014,00:00,26.45,45.35,36.32,6.58,4.57,0.01
2472,04/14/2014,01:00,23.3,54.76,35.22,6.79,5.12,0.01
2473,04/14/2014,02:00,21.05,69.41,87.0,5.48,3.47,0.01
2474,04/14/2014,03:00,21.83,69.12,93.2,10.74,8.24,0.01
2475,04/14/2014,04:00,20.34,75.34,72.75,10.74,8.28,0.01
2476,04/14/2014,05:00,20.77,64.88,79.07,12.71,9.09,0.0
2477,04/14/2014,06:00,19.4,66.4,69.81,13.59,9.59,0.0
2478,04/14/2014,07:00,19.15,64.17,87.2,12.28,8.74,0.94
2479,04/14/2014,08:00,23.0,51.47,76.08,14.47,11.24,15.65
2480,04/14/2014,09:00,28.29,46.51,70.48,12.49,8.65,32.03
2481,04/14/2014,10:00,33.25,36.63,63.48,10.3,5.81,47.71
2482,04/14/2014,11:00,36.04,22.33,322.4,8.77,3.63,61.26
2483,04/14/2014,12:00,39.07,23.14,306.1,10.3,4.5,70.47
2484,04/14/2014,13:00,40.86,23.38,255.6,15.78,6.94,75.82
2485,04/14/2014,14:00,42.61,21.38,247.6,16.0,8.1,75.71
2486,04/14/2014,15:00,46.01,19.11,271.2,15.34,8.32,70.84
2487,04/14/2014,16:00,47.8,18.7,265.1,17.97,11.59,61.82
2488,04/14/2014,17:00,48.28,16.17,245.9,17.54,9.18,49.31
2489,04/14/2014,18:00,49.1,16.37,243.9,21.48,10.63,33.96
2490,04/14/2014,19:00,49.47,16.62,210.9,17.32,10.98,19.66
2491,04/14/2014,20:00,45.42,21.62,216.6,11.84,8.49,1.61
2492,04/14/2014,21:00,38.54,32.47,160.7,6.79,4.92,0.0
2493,04/14/2014,22:00,38.58,32.44,156.6,8.55,5.72,0.01
2494,04/14/2014,23:00,39.37,33.72,158.2,11.84,8.52,0.0
2495,04/15/2014,00:00,35.42,41.4,302.3,3.95,1.23,0.0
2496,04/15/2014,01:00,30.16,57.23,69.0,5.92,4.16,0.0
2497,04/15/2014,02:00,30.02,63.27,63.02,7.67,5.34,0.01
2498,04/15/2014,03:00,31.51,63.7,97.4,6.36,4.26,0.01
2499,04/15/2014,04:00,31.98,65.2,95.5,6.36,3.84,0.01
2500,04/15/2014,05:00,32.27,62.44,78.88,4.6,3.39,0.01
2501,04/15/2014,06:00,31.86,62.22,93.7,8.11,5.37,0.01
2502,04/15/2014,07:00,32.28,65.59,72.47,7.89,4.49,0.57
2503,04/15/2014,08:00,34.01,66.49,104.2,7.01,4.4,6.55
2504,04/15/2014,09:00,40.26,51.72,93.8,9.64,6.04,13.03
2505,04/15/2014,10:00,43.13,41.86,25.84,9.43,6.83,18.18
2506,04/15/2014,11:00,46.1,30.31,316.3,11.4,5.34,18.0
2507,04/15/2014,12:00,48.95,25.96,252.9,17.97,8.27,17.56
2508,04/15/2014,13:00,47.76,31.13,335.8,11.4,5.79,20.84
2509,04/15/2014,14:00,48.88,25.99,92.1,8.55,4.36,16.14
2510,04/15/2014,15:00,52.86,25.41,265.1,24.99,16.89,32.86
2511,04/15/2014,16:00,53.97,26.44,240.9,38.8,24.09,10.34
2512,04/15/2014,17:00,47.5,45.69,346.1,32.22,22.71,12.69
2513,04/15/2014,18:00,51.51,29.26,333.3,33.54,24.42,36.89
2514,04/15/2014,19:00,46.83,31.63,329.6,32.22,21.09,4.27
2515,04/15/2014,20:00,43.8,39.08,333.1,21.7,15.09,4.92
2516,04/15/2014,21:00,39.31,41.12,323.7,19.51,11.07,0.01
2517,04/15/2014,22:00,35.82,39.51,320.9,11.84,6.16,0.0
2518,04/15/2014,23:00,34.18,43.2,304.9,19.07,8.41,0.0
2519,04/16/2014,00:00,31.45,50.39,275.3,9.64,6.92,0.0
2520,04/16/2014,01:00,31.16,52.32,304.5,12.28,8.06,0.0
2521,04/16/2014,02:00,28.94,57.01,210.7,3.29,1.4,0.01
2522,04/16/2014,03:00,27.0,63.22,274.2,5.04,3.52,0.01
2523,04/16/2014,04:00,26.52,64.52,87.5,3.95,1.46,0.01
2524,04/16/2014,05:00,25.35,69.89,161.8,7.67,4.04,0.01
2525,04/16/2014,06:00,22.53,78.77,90.7,4.82,2.98,0.01
2526,04/16/2014,07:00,23.68,83.6,89.3,7.67,5.43,1.56
2527,04/16/2014,08:00,27.3,78.48,89.1,8.77,6.86,5.41
2528,04/16/2014,09:00,33.0,63.11,67.36,7.67,5.15,26.79
2529,04/16/2014,10:00,37.47,48.82,237.0,4.6,2.47,48.84
2530,04/16/2014,11:00,40.84,35.83,255.2,9.86,4.45,61.11
2531,04/16/2014,12:00,43.19,31.89,352.7,9.64,3.71,75.7
2532,04/16/2014,13:00,45.15,28.3,275.2,16.44,7.79,85.5
2533,04/16/2014,14:00,47.31,26.86,253.7,18.19,7.78,84.0
2534,04/16/2014,15:00,47.86,24.97,270.4,18.85,7.4,79.54
2535,04/16/2014,16:00,48.5,25.2,218.3,21.7,9.35,53.1
2536,04/16/2014,17:00,49.68,21.76,222.0,17.1,9.6,42.47
2537,04/16/2014,18:00,50.19,21.74,222.1,19.51,11.35,35.67
2538,04/16/2014,19:00,49.13,23.32,239.9,17.97,10.6,14.22
2539,04/16/2014,20:00,46.26,28.41,213.0,12.28,8.02,1.7
2540,04/16/2014,21:00,39.87,39.67,170.8,5.7,4.38,0.0
2541,04/16/2014,22:00,37.88,41.98,146.8,7.01,5.05,0.01
2542,04/16/2014,23:00,34.87,46.64,86.5,7.67,3.61,0.01
2543,04/17/2014,00:00,34.4,58.27,81.0,6.14,4.68,0.01
2544,04/17/2014,01:00,31.98,64.52,69.31,6.58,3.99,0.0
2545,04/17/2014,02:00,29.55,68.02,84.3,4.38,2.83,0.0
2546,04/17/2014,03:00,28.54,73.12,96.2,7.67,3.95,0.01
2547,04/17/2014,04:00,27.62,75.9,91.3,5.48,3.93,0.01
2548,04/17/2014,05:00,27.78,74.81,98.2,6.58,4.33,0.01
2549,04/17/2014,06:00,26.68,80.7,84.5,7.01,4.31,0.01
2550,04/17/2014,07:00,26.49,78.56,66.4,6.36,4.71,1.76
2551,04/17/2014,08:00,32.79,66.27,70.96,7.89,5.51,15.96
2552,04/17/2014,09:00,40.83,45.41,65.25,7.23,4.41,33.05
2553,04/17/2014,10:00,45.98,33.76,222.1,12.49,3.99,47.61
2554,04/17/2014,11:00,49.88,29.52,218.8,21.48,13.35,61.09
2555,04/17/2014,12:00,52.62,28.85,229.3,29.59,16.39,70.74
2556,04/17/2014,13:00,54.41,28.28,232.5,24.99,14.55,79.56
2557,04/17/2014,14:00,56.04,26.61,241.9,26.3,14.77,66.99
2558,04/17/2014,15:00,56.67,26.97,244.9,24.77,14.21,59.79
2559,04/17/2014,16:00,58.25,24.55,256.7,21.48,12.78,54.64
2560,04/17/2014,17:00,59.55,23.25,254.1,24.11,14.58,34.22
2561,04/17/2014,18:00,59.81,24.78,249.1,16.66,10.53,26.6
2562,04/17/2014,19:00,60.04,26.8,251.8,18.41,11.13,21.18
2563,04/17/2014,20:00,55.53,33.25,225.4,14.25,8.97,2.17
2564,04/17/2014,21:00,49.77,39.22,167.0,9.86,6.87,0.0
2565,04/17/2014,22:00,45.81,46.24,162.3,9.21,5.92,0.0
2566,04/17/2014,23:00,44.5,46.82,127.0,5.92,3.27,0.0
2567,04/18/2014,00:00,42.9,51.84,44.59,6.36,2.25,0.01
2568,04/18/2014,01:00,45.41,48.55,86.0,4.82,2.49,0.01
2569,04/18/2014,02:00,43.46,56.53,87.5,4.38,2.76,0.01
2570,04/18/2014,03:00,50.89,53.57,179.7,27.4,17.79,0.01
2571,04/18/2014,04:00,49.75,62.36,178.2,17.54,7.58,0.01
2572,04/18/2014,05:00,50.72,62.34,217.9,18.85,10.72,0.01
2573,04/18/2014,06:00,49.75,66.23,222.8,28.5,18.45,0.01
2574,04/18/2014,07:00,46.65,83.9,217.4,21.48,15.0,0.09
2575,04/18/2014,08:00,44.51,94.2,212.4,33.32,23.33,0.96
2576,04/18/2014,09:00,42.57,95.1,205.4,30.69,20.09,5.58
2577,04/18/2014,10:00,41.06,94.2,226.9,34.2,22.44,4.34
2578,04/18/2014,11:00,42.07,92.2,217.9,37.48,25.82,19.93
2579,04/18/2014,12:00,44.23,84.4,218.3,39.46,25.97,33.73
2580,04/18/2014,13:00,45.76,76.52,216.6,35.51,24.22,51.26
2581,04/18/2014,14:00,48.16,70.11,211.6,40.77,28.94,71.81
2582,04/18/2014,15:00,50.44,63.28,219.2,39.68,26.66,69.2
2583,04/18/2014,16:00,52.38,56.73,212.7,42.31,27.95,62.32
2584,04/18/2014,17:00,53.29,48.81,215.5,41.65,28.38,49.67
2585,04/18/2014,18:00,52.97,42.41,215.1,40.55,28.82,34.06
2586,04/18/2014,19:00,51.68,37.88,215.5,41.43,28.3,15.38
2587,04/18/2014,20:00,48.49,37.63,216.7,35.07,24.41,1.72
2588,04/18/2014,21:00,45.29,42.17,208.5,26.08,18.98,0.0
2589,04/18/2014,22:00,44.36,38.96,202.5,22.14,15.6,0.01
2590,04/18/2014,23:00,43.56,37.39,213.0,19.95,14.09,0.01
2591,04/19/2014,00:00,43.53,39.21,222.4,14.91,9.85,0.01
2592,04/19/2014,01:00,41.22,44.8,221.9,9.43,6.25,0.01
2593,04/19/2014,02:00,38.83,49.7,327.0,4.6,2.19,0.01
2594,04/19/2014,03:00,36.33,56.29,43.72,6.36,4.38,0.0
2595,04/19/2014,04:00,33.88,65.92,92.1,3.07,1.9,0.0
2596,04/19/2014,05:00,30.56,79.78,90.8,4.82,3.03,0.0
2597,04/19/2014,06:00,29.63,86.2,80.7,8.33,4.93,0.01
2598,04/19/2014,07:00,29.87,84.8,96.9,5.26,3.08,2.3
2599,04/19/2014,08:00,33.64,76.6,100.2,7.45,4.56,13.88
2600,04/19/2014,09:00,40.93,59.9,71.37,7.89,4.49,32.47
2601,04/19/2014,10:00,46.79,35.35,52.8,4.17,1.81,48.31
2602,04/19/2014,11:00,50.4,29.6,237.3,15.12,6.72,61.52
2603,04/19/2014,12:00,53.35,26.52,245.3,12.28,6.15,71.29
2604,04/19/2014,13:00,56.03,22.09,259.9,17.32,8.81,76.44
2605,04/19/2014,14:00,58.89,20.48,260.7,19.73,11.38,76.23
2606,04/19/2014,15:00,60.43,18.06,248.8,23.02,13.48,71.7
2607,04/19/2014,16:00,61.99,17.58,251.5,22.58,13.79,62.21
2608,04/19/2014,17:00,63.29,18.58,232.6,20.17,13.96,49.3
2609,04/19/2014,18:00,62.12,18.66,234.5,21.7,12.14,25.56
2610,04/19/2014,19:00,61.89,16.67,233.9,19.95,14.12,18.15
2611,04/19/2014,20:00,57.06,25.44,214.8,13.37,7.91,2.77
2612,04/19/2014,21:00,49.3,35.14,174.6,9.21,7.26,0.0
2613,04/19/2014,22:00,47.31,39.58,161.4,10.3,7.39,0.0
2614,04/19/2014,23:00,47.31,39.98,159.9,10.52,6.94,0.0
2615,04/20/2014,00:00,50.67,34.34,296.0,7.67,2.65,0.0
2616,04/20/2014,01:00,45.01,47.89,63.05,5.26,2.95,0.01
2617,04/20/2014,02:00,41.54,57.5,25.15,7.01,3.51,0.01
2618,04/20/2014,03:00,39.23,68.02,105.9,8.11,5.2,0.01
2619,04/20/2014,04:00,38.21,73.33,86.5,6.36,3.93,0.01
2620,04/20/2014,05:00,38.07,75.43,70.66,6.79,3.94,0.01
2621,04/20/2014,06:00,43.39,58.11,273.8,14.25,9.28,0.0
2622,04/20/2014,07:00,41.18,62.91,262.2,12.49,6.29,1.72
2623,04/20/2014,08:00,44.81,54.37,229.4,30.69,18.95,15.41
2624,04/20/2014,09:00,46.4,47.25,226.2,29.81,20.12,32.05
2625,04/20/2014,10:00,48.48,43.74,220.9,24.33,16.94,47.76
2626,04/20/2014,11:00,51.59,40.84,236.7,20.82,13.67,61.19
2627,04/20/2014,12:00,54.16,36.92,231.0,18.41,11.67,70.99
2628,04/20/2014,13:00,55.48,32.54,233.4,18.41,6.5,76.28
2629,04/20/2014,14:00,57.75,28.77,262.8,19.07,7.8,76.66
2630,04/20/2014,15:00,58.96,23.98,238.8,16.66,7.81,72.55
2631,04/20/2014,16:00,61.13,22.6,228.7,17.76,10.86,63.47
2632,04/20/2014,17:00,61.37,23.15,242.3,23.67,12.72,50.84
2633,04/20/2014,18:00,61.15,21.71,226.0,18.85,11.03,35.39
2634,04/20/2014,19:00,59.21,20.35,226.8,18.63,12.45,18.92
2635,04/20/2014,20:00,54.9,22.12,229.7,14.47,10.08,3.19
2636,04/20/2014,21:00,47.42,29.36,244.6,7.89,6.13,0.0
2637,04/20/2014,22:00,45.15,31.47,205.5,11.84,9.16,0.0
2638,04/20/2014,23:00,43.22,33.13,196.4,10.08,6.95,0.01
2639,04/21/2014,00:00,38.39,46.87,57.61,4.82,2.61,0.01
2640,04/21/2014,01:00,34.23,59.28,109.7,5.7,2.91,0.01
2641,04/21/2014,02:00,33.08,71.85,82.0,7.45,5.25,0.01
2642,04/21/2014,03:00,32.68,73.22,85.8,7.67,5.24,0.01
2643,04/21/2014,04:00,33.36,68.13,95.0,7.89,5.21,0.0
2644,04/21/2014,05:00,31.91,72.1,97.9,10.96,8.38,0.0
2645,04/21/2014,06:00,29.55,77.21,95.1,7.67,5.15,0.01
2646,04/21/2014,07:00,29.85,78.57,87.4,7.67,5.13,1.37
2647,04/21/2014,08:00,36.28,63.05,102.0,11.84,8.76,19.2
2648,04/21/2014,09:00,42.86,48.99,88.3,10.96,8.23,31.86
2649,04/21/2014,10:00,48.84,33.68,76.71,10.08,6.49,49.19
2650,04/21/2014,11:00,53.65,24.83,71.09,10.08,5.87,61.68
2651,04/21/2014,12:00,57.41,21.49,58.54,8.11,3.31,70.42
2652,04/21/2014,13:00,60.98,19.74,277.7,11.84,4.77,73.2
2653,04/21/2014,14:00,62.37,19.49,216.3,10.3,3.49,73.73
2654,04/21/2014,15:00,65.32,16.33,323.8,9.21,2.96,66.12
2655,04/21/2014,16:00,67.23,13.12,216.7,17.76,9.95,63.93
2656,04/21/2014,17:00,66.62,12.73,226.4,12.71,5.78,45.82
2657,04/21/2014,18:00,65.84,13.64,246.2,19.51,7.87,17.76
2658,04/21/2014,19:00,63.65,14.89,282.4,10.3,7.21,6.7
2659,04/21/2014,20:00,60.17,20.89,76.39,3.07,0.93,0.77
2660,04/21/2014,21:00,56.6,30.34,105.3,5.7,2.8,0.01
2661,04/21/2014,22:00,54.33,35.12,87.7,12.71,8.42,0.01
2662,04/21/2014,23:00,53.66,32.92,125.6,11.4,7.08,0.0
2663,04/22/2014,00:00,53.0,37.47,126.2,10.96,7.39,0.0
2664,04/22/2014,01:00,52.47,39.81,337.9,8.33,3.3,0.0
2665,04/22/2014,02:00,54.85,39.74,266.5,12.28,7.96,0.0
2666,04/22/2014,03:00,49.19,74.8,201.1,13.59,7.58,0.0
2667,04/22/2014,04:00,47.23,84.5,138.8,19.51,13.51,0.01
2668,04/22/2014,05:00,46.35,86.2,127.8,25.21,19.03,0.01
2669,04/22/2014,06:00,46.29,85.1,122.2,19.95,13.64,0.01
2670,04/22/2014,07:00,45.23,86.3,102.6,18.63,12.97,0.39
2671,04/22/2014,08:00,44.64,90.6,59.8,14.03,9.45,1.99
2672,04/22/2014,09:00,46.83,87.0,70.03,17.76,13.15,28.77
2673,04/22/2014,10:00,51.14,77.36,79.21,17.32,13.08,44.22
2674,04/22/2014,11:00,60.36,58.07,128.0,23.89,14.94,61.76
2675,04/22/2014,12:00,64.39,40.31,158.5,24.77,13.57,44.29
2676,04/22/2014,13:00,68.67,28.99,172.6,32.22,19.11,85.6
2677,04/22/2014,14:00,70.59,26.2,182.2,37.04,24.95,82.2
2678,04/22/2014,15:00,69.8,26.47,184.2,37.04,26.01,78.39
2679,04/22/2014,16:00,60.75,43.49,235.6,39.02,26.95,31.94
2680,04/22/2014,17:00,59.58,44.53,231.0,33.1,21.31,17.02
2681,04/22/2014,18:00,48.59,66.25,220.9,36.61,28.63,3.79
2682,04/22/2014,19:00,37.44,90.7,217.0,34.85,23.51,3.3
2683,04/22/2014,20:00,39.12,87.7,203.7,26.08,18.85,2.25
